EXT_CMPD_NUMBER,SMILES,Percentage_inhibition_3D7,Percentage_inhibition_DD2,Percentage_inhibition_3D7_PFLDH,XC50_MOD_3D7,XC50_3D7 (microM),Percentage_inhibition_HEPG2
TCMDC-136998,Cc1nc(C)c(CC(=O)Nc2ccc(cc2)-c2cccc(c2)-c2nc3cccc(C)c3[nH]2)s1,101,38,-1,,0.596185358,41
TCMDC-136999,OC=O.NC1=NC(C(=O)N1Cc1ccc(cc1)-c1cccnc1)(c1ccccc1)c1ccccc1,99,94,5,,0.703613486,15
TCMDC-137000,C[C@H](N1CCCCC1c1ccc(OCc2cccc(F)c2)cc1)C(N)=O,84,96,9,,0.989276878,79
TCMDC-137001,Cl.Fc1cc(CN2CCCC2)ccc1OCCCN1CCN(CC1)c1cccc(Cl)c1Cl,82,15,-1,,1.035778872,67
TCMDC-137002,CC(C)CN(CCOc1ccc(NC(C)=O)cc1Cl)c1ccc(C#N)c(c1)C(F)(F)F,94,94,2,,0.785650375,13
TCMDC-137003,OC=O.NC(=O)c1cc2nc(Nc3ccc(F)cc3)nc(NC3CCC3)c2[nH]1,102,102,3,,0.195129282,0
TCMDC-137004,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1,99,99,-2,,0.761091884,47
TCMDC-137005,OC=O.NC(=O)c1cc2nc(NC3CCC3)nc(Nc3cccc4[nH]ncc34)c2[nH]1,100,62,4,,0.731632468,9
TCMDC-137006,CC(C)CNC(=O)CN1C(N)=NC(C1=O)(c1ccccc1)c1ccccc1,94,46,-1,,0.81535013,15
TCMDC-137007,CN(C1CCN(C)C1)c1cc(C)nc(Nc2ccccc2Cl)n1,100,84,-1,,0.7535208,1
TCMDC-137008,CN(C)CCN(C)c1cc(C)nc(Nc2ccc(Cl)cc2)n1,92,14,-3,,0.967888891,-1
TCMDC-137009,CN1CCCN(CC1)c1cc(C)nc(Nc2ccc(Cl)cc2)n1,96,11,1,,0.795341895,8
TCMDC-137010,CN(C1CCN(C)C1)c1cc(C)nc(Nc2ccc(Cl)cc2)n1,100,88,0,,0.336187896,8
TCMDC-137011,CN(C)C1CCN(C1)c1cc(C)nc(Nc2ccc(Cl)cc2)n1,99,17,2,,0.516561303,11
TCMDC-137012,CN1CCC(CN2CCN(CC2)c2cc(C)nc(Nc3ccc(Cl)cc3)n2)CC1,99,89,-6,,0.698139748,20
TCMDC-137013,CN(C)CCN(C)c1cc(C)nc(Nc2ccc(Br)cc2)n1,97,23,-1,,0.800825648,7
TCMDC-137014,CN1CCCN(CC1)c1cc(C)nc(Nc2ccc(Br)cc2)n1,94,14,7,,0.722734801,8
TCMDC-137015,CN(C1CCN(C)CC1)c1cc(C)nc(Nc2ccc(Br)cc2)n1,100,92,2,,0.480309812,-5
TCMDC-137016,CN1CCC(CN2CCN(CC2)c2cc(C)nc(Nc3ccc(Br)cc3)n2)CC1,100,100,5,,0.442496497,31
TCMDC-137017,Cc1cc(NC2CCN(CC3CCCCC3)CC2)nc(Nc2ccccc2Cl)n1,100,31,4,,0.641542011,28
TCMDC-137018,Cc1cc(NC2CCN(CC3CCCCC3)C2)nc(Nc2ccc(Cl)cc2)n1,98,83,-2,,0.403905354,26
TCMDC-137019,CN(C1CCN(CC2CCCCC2)C1)c1cc(C)nc(Nc2ccc(Cl)cc2)n1,98,35,-5,,0.678903712,-3
TCMDC-137020,Cc1cc(NCC2CCN(CC3CCCCC3)C2)nc(Nc2ccc(Cl)cc2)n1,101,74,-3,,0.739345644,2
TCMDC-137021,Cc1cc(nc(Nc2ccc(Br)cc2)n1)N1CCN(CC2CCCCC2)CC1,91,16,-6,,1.090529868,-1
TCMDC-137022,Cc1cc(NC2CCN(CC3CCCCC3)C2)nc(Nc2ccc(Br)cc2)n1,101,83,-1,,0.566286743,22
TCMDC-137023,CN(C1CCN(CC2CCCCC2)C1)c1cc(C)nc(Nc2ccc(Br)cc2)n1,98,38,-1,,0.702550502,14
TCMDC-137024,Cc1cc(NCC2CCN(CC3CCCCC3)C2)nc(Nc2ccc(Br)cc2)n1,101,78,0,,0.879,-2
TCMDC-137025,Cc1cccc(Nc2nc(C)cc(n2)N2CCCN(CC3CCCCC3)CC2)c1,83,21,-2,,1.124603931,20
TCMDC-137026,Cc1cnc(cn1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2ccccc2[nH]1,93,8,-3,,0.832697401,77
TCMDC-137027,Cc1cnc(cn1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,99,24,-1,,0.770722967,25
TCMDC-137028,Cc1cnc(cn1)C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,86,14,-7,,0.704259707,35
TCMDC-137029,Cc1cnc(cn1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(F)ccc2[nH]1,102,13,-2,,0.636819212,19
TCMDC-137030,Cc1cnc(cn1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,99,45,-1,,0.578723945,15
TCMDC-137031,FC(F)(F)c1ccc2[nH]c(nc2c1)-c1cccc(c1)-c1cccc(NC(=O)c2ccc(=O)[nH]n2)c1,103,26,0,,0.656,63
TCMDC-137032,FC(F)(F)c1ccc2[nH]c(nc2c1)-c1cccc(c1)-c1ccc(NC(=O)c2ccc(=O)[nH]n2)cc1,87,13,-4,,1.065751801,72
TCMDC-137033,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1cccc(NC(=O)c2ccc(=O)[nH]n2)c1,101,32,-1,,0.789435712,10
TCMDC-137034,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1ccc(NC(=O)c2ccc(=O)[nH]n2)cc1,101,27,1,,0.856564638,18
TCMDC-137035,CN1CC[C@@H](C1)N(Cc1ccccc1F)c1ccc(C#N)c(Cl)c1,88,68,-6,,1.272278488,18
TCMDC-137036,Cc1cn(CC(=O)Nc2cccc(c2)-c2cccc(c2)-c2nc3cc(ccc3[nH]2)C(F)(F)F)c(=O)[nH]c1=O,92,51,-1,,0.681037862,15
TCMDC-137037,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1cccc(NC(=O)Cn2cc(C)c(=O)[nH]c2=O)c1,100,100,5,,0.58055873,2
TCMDC-137038,CC(C)OCC(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,82,11,7,,1.186248067,-4
TCMDC-137039,CC(=O)Nc1cc(ccc1C)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,97,43,-4,,0.215242293,56
TCMDC-137040,CC(=O)Nc1cc(ccc1C)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,100,62,1,,0.328555408,25
TCMDC-137041,Cl.CC(C)COc1ccc(Cl)cc1Nc1nc(cs1)-c1nc2ccccc2[nH]1,96,29,0,,0.876995267,2
TCMDC-137042,Cc1cc(=O)c2cc(ccc2[nH]1)-c1ccc(OC(F)(F)F)cc1,96,95,3,,0.476383206,-3
TCMDC-137043,OC=O.NC(=O)c1cc2nc(Nc3ccc(F)cc3)nc(Nc3ccc(cc3)S(N)(=O)=O)c2[nH]1,101,99,4,,0.79527611,2
TCMDC-137044,Cl.CNCc1cccc2nc([nH]c12)-c1ccc(Cc2cc(Cl)ccc2OCC(C)C)o1,97,23,0,,0.895286539,20
TCMDC-137045,CCN(CCCN1CCCCC1)c1nc(C)cc(Nc2ccc(Cl)cc2)n1,98,92,3,,0.83717515,30
TCMDC-137046,CCN(CCCN1CCCCC1)c1nccc(Nc2ccc(Cl)cc2)n1,89,63,-1,,1.191430333,19
TCMDC-137047,CCOC(=O)NCC(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,91,34,-2,,0.626206633,59
TCMDC-137048,CCOC(=O)NCC(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,88,35,1,,0.739830157,14
TCMDC-137049,Cn1ncc2ccc(Nc3nccc(n3)-c3ccc4n(C)nc(N)c4c3)cc12,99,96,-2,,0.648317949,48
TCMDC-137050,On1c(c(-c2ccccc2)c2ccc(cc12)N(=O)=O)-c1ccccc1,97,11,-3,,0.988907007,8
TCMDC-124312,COc1ccc(cc1)N1CCN(CC1)C(CNC(=O)C1CCCCC1)c1ccc2OCOc2c1,92,83,-1,,0.565598476,1
TCMDC-124311,Cc1ccc(Cl)c2sc(nc12)N1CCN(CC1)C(=O)c1ccc(o1)N(=O)=O,97,94,-5,,0.324948702,21
TCMDC-137051,OC(=O)C(F)(F)F.CCC(CC)CN1C(N)=NC(C)(C1=O)c1ccccc1,84,11,-2,,1.061821291,1
TCMDC-124310,Oc1ccccc1-c1cc([nH]n1)C(=O)Nc1ccc(cc1)S(=O)(=O)N1CCCCC1,94,81,-2,,0.846269263,13
TCMDC-124309,Cc1ccc(O)c(c1)-c1cc([nH]n1)C(=O)Nc1ccc(cc1)S(=O)(=O)N1CCCCC1,94,98,-4,,0.805061071,31
TCMDC-124308,CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)c2cc(n[nH]2)-c2cc(C)ccc2O)cc1,99,55,-3,,0.767195852,49
TCMDC-124307,Cc1cc(O)c(cc1C)-c1cc([nH]n1)C(=O)Nc1cccnc1,97,97,-7,,0.772034597,12
TCMDC-137052,C[C@H](NC(=O)C1CCCC1)C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,99,70,-4,,0.271993277,34
TCMDC-137053,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1ccc(NC(=O)C(C)(C)c2ccccn2)cc1,97,4,-1,,0.685286334,-3
TCMDC-124306,Cc1ccc(-c2cc([nH]n2)C(=O)Nc2ccc(cc2)S(=O)(=O)N2CCOCC2)c(O)c1C,91,45,-5,,0.920104485,18
TCMDC-124305,Cc1ccc(-c2cc([nH]n2)C(=O)Nc2ccc(cc2)S(=O)(=O)N2CCCCC2)c(O)c1,97,92,-5,,1.765451986,6
TCMDC-137054,Cn1cncc1C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2ccccc2[nH]1,102,35,3,,0.635056468,9
TCMDC-137055,Cn1cncc1C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2ccccc2[nH]1,102,25,-3,,0.795568696,-3
TCMDC-137056,Cn1cncc1C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,102,23,2,,0.818014693,5
TCMDC-137057,Cc1cccc2nc([nH]c12)-c1ccc(cc1)-c1cccc(NC(=O)c2cncn2C)c1,100,1,2,,0.86098146,2
TCMDC-137058,Cn1cncc1C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,102,45,3,,0.492615277,16
TCMDC-137059,Cn1cncc1C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(F)ccc2[nH]1,101,31,-2,,0.734962498,-1
TCMDC-137060,Cn1cncc1C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,99,11,1,,0.85395833,-5
TCMDC-137061,Cn1cncc1C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,103,99,0,,0.204818288,38
TCMDC-137062,Cn1cncc1C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,100,3,4,,0.857766207,34
TCMDC-137063,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1cccc(NC(=O)c2cncn2C)c1,103,91,0,,0.166871034,-1
TCMDC-137064,Cn1cncc1C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,97,98,1,,0.509318534,4
TCMDC-137065,Cn1cncc1C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,102,33,5,,0.559870451,24
TCMDC-137066,Cn1cncc1C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2cc(F)ccc2[nH]1,99,27,1,,0.871770159,-9
TCMDC-137067,Cc1cccc2nc([nH]c12)-c1ccc(s1)-c1ccc(NC(=O)c2cncn2C)cc1,102,30,4,,0.669811297,49
TCMDC-137068,Cc1cccc2nc([nH]c12)-c1ccc(s1)-c1cccc(NC(=O)c2cncn2C)c1,103,16,-5,,0.644553042,13
TCMDC-137069,CN(C(C)=O)c1cccc(c1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,97,41,-5,,0.236146089,49
TCMDC-137070,CN(C(C)=O)c1cccc(c1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,94,10,-2,,0.724112253,79
TCMDC-137071,CN(C(C)=O)c1cccc(c1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,89,41,-9,,0.617385092,15
TCMDC-137072,CN(C(C)=O)c1cccc(c1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,97,68,-2,,0.651452554,86
TCMDC-137073,CN(C(C)=O)c1cccc(c1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,90,31,-2,,1.00187266,63
TCMDC-137074,CNC(=O)Cc1ccc(cc1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,95,37,5,,0.439854902,40
TCMDC-137075,CNC(=O)Cc1ccc(cc1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,96,53,0,,0.530354729,15
TCMDC-137076,CNC(=O)Cc1ccc(cc1)C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2cccc(C)c2[nH]1,91,25,0,,0.632327482,66
TCMDC-137077,Cc1nnsc1C(=O)Nc1ccc(cc1)-c1ccc(s1)-c1nc2ccccc2[nH]1,92,38,4,,0.824649717,49
TCMDC-137078,Cc1nnsc1C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2ccccc2[nH]1,100,34,1,,0.437258396,14
TCMDC-137079,Cc1nnsc1C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2ccccc2[nH]1,89,13,-3,,0.884782838,55
TCMDC-137080,Cc1nnsc1C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,96,27,2,,0.766136181,44
TCMDC-137081,Cc1nnsc1C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,100,45,3,,0.217509688,35
TCMDC-137082,Cc1nnsc1C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(F)ccc2[nH]1,100,89,4,,0.096197603,51
TCMDC-137083,Cc1nnsc1C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,100,58,0,,0.869508685,48
TCMDC-137084,Cc1nnsc1C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,101,100,1,,0.235322273,70
TCMDC-137085,Cc1nnsc1C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,97,36,2,,0.838102086,69
TCMDC-137086,Cc1nnsc1C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,99,80,4,,0.266583918,22
TCMDC-137087,Cc1nnsc1C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,98,47,4,,0.630041289,23
TCMDC-137088,Cc1nnsc1C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,99,97,3,,0.313947447,62
TCMDC-137089,Cc1nnsc1C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2cc(F)ccc2[nH]1,89,22,4,,0.888580458,62
TCMDC-137090,Cc1nnsc1C(=O)Nc1ccc(cc1)-c1ccc(s1)-c1nc2cccc(C)c2[nH]1,100,61,2,,0.593561326,63
TCMDC-137091,Cc1nnsc1C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2cccc(C)c2[nH]1,100,44,4,,1.12,46
TCMDC-137092,FC(F)(F)c1ccc2[nH]c(nc2c1)-c1cccc(c1)-c1ccc(NC(=O)CC2NC(=O)c3ccccc23)cc1,95,36,-4,,0.957998152,69
TCMDC-137093,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1cccc(NC(=O)CC2NC(=O)c3ccccc23)c1,92,49,-1,,1.029974535,8
TCMDC-137094,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1ccc(NC(=O)CC2NC(=O)c3ccccc23)cc1,100,67,-7,,0.289,30
TCMDC-137095,FC(F)(F)c1ccc2[nH]c(nc2c1)-c1ccc(cc1)-c1ccc(NC(=O)CC2NC(=O)c3ccccc23)cc1,87,70,-2,,0.469876356,39
TCMDC-137096,O=C(Nc1cccc(c1)-c1cccc(c1)-c1nc2ccccc2[nH]1)C1CC(=O)Nc2ccccc12,84,32,1,,0.980473442,0
TCMDC-137097,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1cccc(NC(=O)C2CC(=O)Nc3ccccc23)c1,85,25,0,,0.064589292,13
TCMDC-137098,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1ccc(NC(=O)C2CC(=O)Nc3ccccc23)cc1,87,56,3,,0.685037698,15
TCMDC-137099,CC(CN(C)C)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2ccccc2[nH]1,99,57,4,,0.721794728,68
TCMDC-137100,CC(CN(C)C)C(=O)Nc1ccc(cc1)-c1ccc(s1)-c1nc2ccccc2[nH]1,100,86,5,,0.716977325,14
TCMDC-137101,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2ccccc2[nH]1,94,25,-5,,1.05634934,42
TCMDC-137102,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2ccccc2[nH]1,100,47,7,,0.743328731,13
TCMDC-137103,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cccc(C)c2[nH]1,99,61,1,,0.65204565,20
TCMDC-137104,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,101,94,5,,0.825686498,29
TCMDC-137105,CC(CN(C)C)C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2cccc(C)c2[nH]1,99,99,-6,,0.680756636,18
TCMDC-137106,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(F)ccc2[nH]1,101,100,-1,,0.653439045,11
TCMDC-137107,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,98,25,-8,,0.705516198,1
TCMDC-137108,CC(CN(C)C)C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,99,83,-3,,0.74071659,2
TCMDC-137109,CC(CN(C)C)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,101,85,-1,,0.209815336,30
TCMDC-137110,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,101,97,-3,,0.413016863,16
TCMDC-137111,CC(CN(C)C)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,101,100,-3,,0.221554992,29
TCMDC-137112,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,99,97,-2,,0.24812288,26
TCMDC-137113,CC(CN(C)C)C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,101,93,2,,0.747240516,14
TCMDC-137114,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2cc(F)ccc2[nH]1,100,99,-6,,0.801,3
TCMDC-137115,CC(CN(C)C)C(=O)Nc1ccc(cc1)-c1ccc(s1)-c1nc2cccc(C)c2[nH]1,100,98,0,,0.408765953,23
TCMDC-137116,CC(CN(C)C)C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2cccc(C)c2[nH]1,92,69,0,,0.72359996,12
TCMDC-137117,Cc1cccc2nc([nH]c12)-c1ccc(cc1)-c1cccc(NC(=O)c2cnccc2C(F)(F)F)c1,84,13,0,,0.997516627,25
TCMDC-137118,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1cccc(NC(=O)c2cnccc2C(F)(F)F)c1,98,47,-11,,0.658687885,7
TCMDC-137119,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1ccc(NC(=O)c2cnccc2C(F)(F)F)cc1,100,37,-3,,0.695279405,60
TCMDC-137120,CC(=O)Nc1nc(cs1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2ccccc2[nH]1,99,83,-10,,0.552123164,68
TCMDC-137121,CC(=O)Nc1nc(cs1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2ccccc2[nH]1,100,82,0,,0.171880044,31
TCMDC-137122,CC(=O)Nc1nc(cs1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,94,29,-7,,0.291497791,86
TCMDC-137123,CC(=O)Nc1nc(cs1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cccc(C)c2[nH]1,100,61,-3,,0.232141274,100
TCMDC-137124,CC(=O)Nc1nc(cs1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,101,100,-2,,0.089203551,39
TCMDC-137125,CC(=O)Nc1nc(cs1)C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2cccc(C)c2[nH]1,101,53,-1,,0.181954508,42
TCMDC-137126,CC(=O)Nc1nc(cs1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(F)ccc2[nH]1,101,32,-4,,0.287757887,54
TCMDC-137127,CC(=O)Nc1nc(cs1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,101,60,-2,,0.421391026,88
TCMDC-137128,CC(=O)Nc1nc(cs1)C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,100,53,-5,,0.150255393,38
TCMDC-137129,CC(=O)Nc1nc(cs1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,101,97,-2,,0.184500805,79
TCMDC-137130,CC(=O)Nc1nc(cs1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,101,94,-2,,0.11484593,28
TCMDC-137131,CC(=O)Nc1nc(cs1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,101,73,-4,,0.232086757,100
TCMDC-137132,CC(=O)Nc1nc(cs1)C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2cccc(C)c2[nH]1,101,67,-2,,0.221774069,14
TCMDC-137133,Cc1cc(nc(Nc2ccc(Br)cc2)n1)N1CCCN(CC2CCCCC2)CC1,95,54,-1,,0.942577786,24
TCMDC-137134,Cc1nc(C)n(CC(=O)Nc2cccc(c2)-c2cccc(c2)-c2nc3cc(ccc3[nH]2)C(F)(F)F)n1,100,96,-6,,0.761,62
TCMDC-137135,Cn1cc(C(=O)Nc2cccc(c2)-c2cccc(c2)-c2nc3ccccc3[nH]2)n(C)c1=O,99,60,-6,,0.714732374,0
TCMDC-137136,Cn1cc(C(=O)Nc2cccc(c2)-c2cccc(c2)-c2nc3cc(F)ccc3[nH]2)n(C)c1=O,98,50,-1,,0.388270416,15
TCMDC-137137,Cc1cccc2nc([nH]c12)-c1cccc(c1)-c1cccc(NC(=O)c2cn(C)c(=O)n2C)c1,99,80,-5,,0.504591729,5
TCMDC-137138,CC(CN1CCOCC1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,93,30,2,,0.688661279,7
TCMDC-137139,CC(CN1CCN(C)CC1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2ccccc2[nH]1,94,81,3,,0.566327174,4
TCMDC-137140,CC(CN1CCN(C)CC1)C(=O)Nc1ccc(cc1)-c1ccc(s1)-c1nc2ccccc2[nH]1,100,79,4,,0.637700975,5
TCMDC-137141,CC(CN1CCN(C)CC1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2ccccc2[nH]1,88,19,-3,,1.013184734,23
TCMDC-137142,CC(CN1CCN(C)CC1)C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2ccccc2[nH]1,97,59,2,,0.631992592,2
TCMDC-137143,CC(CN1CCN(C)CC1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,100,99,0,,0.522239855,8
TCMDC-137144,CC(CN1CCN(C)CC1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cccc(C)c2[nH]1,98,51,3,,0.739472622,5
TCMDC-137145,CC(CN1CCN(C)CC1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cc(F)ccc2[nH]1,101,78,-2,,0.274237341,23
TCMDC-137146,CC(CN1CCN(C)CC1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(F)ccc2[nH]1,101,98,1,,0.807362487,10
TCMDC-137147,CC(CN1CCN(C)CC1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,95,38,-1,,0.942833785,2
TCMDC-137148,CC(CN1CCN(C)CC1)C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2ccccc2[nH]1,92,87,4,,0.954377695,13
TCMDC-137149,CC(CN1CCN(C)CC1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,99,96,-6,,0.403345139,16
TCMDC-137150,CC(CN1CCN(C)CC1)C(=O)Nc1cccc(c1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,99,99,1,,0.537272895,17
TCMDC-137151,CC(CN1CCN(C)CC1)C(=O)Nc1ccc(cc1)-c1cccc(c1)-c1nc2cccc(C)c2[nH]1,99,100,-6,,0.175159564,7
TCMDC-137152,CC(CN1CCN(C)CC1)C(=O)Nc1cccc(c1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,101,98,-2,,0.607202696,11
TCMDC-137153,CC(CN1CCN(C)CC1)C(=O)Nc1ccc(cc1)-c1ccc(cc1)-c1nc2cc(ccc2[nH]1)C(F)(F)F,101,100,-8,,0.414965847,19
TCMDC-137154,CC(CN1CCN(C)CC1)C(=O)Nc1ccc(cc1)-c1ccc(s1)-c1nc2cccc(C)c2[nH]1,101,99,-2,,0.731212766,17
TCMDC-137155,CC(CN1CCN(C)CC1)C(=O)Nc1cccc(c1)-c1ccc(s1)-c1nc2cccc(C)c2[nH]1,97,75,-6,,0.747918607,11
TCMDC-137156,Cn1c2nc(Nc3ccc(cc3)N3CCOCC3)ncc2cc(-c2c(Cl)cccc2Cl)c1=O,98,97,4,,0.16082815,64
TCMDC-137157,OC(=O)C(F)(F)F.Cc1c(Oc2ccc(cc2)-n2ccnc2)ncnc1N1CCC2(CC1)CNCc1ccccc21,95,58,-3,,0.887033624,26
