Smiles,mol_name,cdk2_ic50,cdk2_inhib,scaffold,sourcepool,cdk_act_bin_1
CCOc(c(cc12)OCC)cc2CC/N=C1/C,mol_6986,None,19.30,Scaffold_00,divscreen,0
CCOc(c1)c(O)c(I)cc1/C=N/NC(=O)C(O)c(c2)cccc2,mol_6987,None,19.10,Scaffold_00,divscreen,0
CCOc(c1)c(O)c(I)cc1/C=N/NC(=O)C[n]2c(c3c(N)n[o]n3)nc4ccccc24,mol_6988,None,17.00,Scaffold_00,divscreen,0
CCOc(c1)c(O)c([N+]([O-])=O)cc1/C=N/NC(=O)COc(cc2)ccc2c3ccccc3,mol_6989,None,24.50,Scaffold_00,divscreen,0
CCOc(c1)c(O)c(cc1)C(c2ccc([o]2)C(=O)O)Nc3ncc[s]3,mol_6990,None,10.23,Scaffold_06,synscreen,0
CCOc(c1)c(O)ccc1/C=N/N=C(\N2)SCC2=O,mol_6991,None,18.30,Scaffold_00,divscreen,0
CCOc(c1)c(O)ccc1/C=N/NC(=O)C(=O)NCCc(c2)cccc2,mol_6992,None,20.70,Scaffold_00,divscreen,0
CCOc(c1)c(O)ccc1/C=N/NC(=O)CNC(=O)c2ccc(Br)cc2,mol_6993,None,7.90,Scaffold_00,divscreen,0
CCOc(c1)c(O)ccc1/C=N/NC(=O)c(c2c(c3)cccc3)nn[n]2c4c(N)n[o]n4,mol_6994,None,-16.10,Scaffold_00,divscreen,0
CCOc(c1)c(O)ccc1/C=N/NC(=O)c(nc2c(cc3)ccc3)n[n]2c4ccccc4,mol_6995,None,8.60,Scaffold_00,divscreen,0
CCOc(c1)c(O)ccc1/C=N/NC(=O)c2cc(OC)c(O)cc2,mol_6996,None,-1.30,Scaffold_00,divscreen,0
CCOc(c1)c(O)ccc1/C=N/NC(=O)c2ccc(cc2)NC(=O)Nc3cccc(c3)Cl,mol_6997,None,-10.00,Scaffold_04,divscreen,0
CCOc(c1)c(O)ccc1/C=N/NC(=O)c2cnc(CO)cc2,mol_6998,None,12.50,Scaffold_00,divscreen,0
CCOc(c1)c(O)ccc1/C=N\NC(=O)CC(=O)NCCc(c2)cccc2,mol_6999,None,12.10,Scaffold_00,divscreen,0
CCOc(c1)c(O)ccc1C2NC(C)(C(=O)OC)[C@H]3C(=O)N(C([C@@H]23)=O)CCC(=O)O,mol_7000,None,16.10,Scaffold_16,synscreen,0
CCOc(c1)c(OC(=O)c2ccc(Br)cc2)ccc1/C=N/NC(=O)C(O)c(c3)cccc3,mol_7001,None,-61.20,Scaffold_00,divscreen,0
CCOc(c1)c(OC(=O)c2ccc(cc2)[N+]([O-])=O)ccc1/C=N/NC(=O)c(cc34)ccc3OCCO4,mol_7002,None,7.40,Scaffold_00,divscreen,0
CCOc(c1)c(OC(=O)c2ccc(cc2)[N+]([O-])=O)ccc1C(N3)NC(=O)c(c34)c5c([s]4)CCCC5,mol_7003,None,-14.30,Scaffold_00,divscreen,0
CCOc(c1)c(OC(=O)c2ccccc2Cl)ccc1/C=N/NC(=O)Cc3ccc(Br)c4ccccc34,mol_7004,None,19.80,Scaffold_00,divscreen,0
CCOc(c1)c(OC)ccc1/C=N/NC(=O)c2ccccc2NC(=O)c(c3)cccc3,mol_7005,None,13.70,Scaffold_00,divscreen,0
CCOc(c1)c(OC)ccc1C(NC2(C)C(=O)OC)[C@@H]3C(=O)N(C([C@H]23)=O)CCC(=O)O,mol_7006,None,21.95,Scaffold_16,synscreen,0
CCOc(c1)c(OC)ccc1c(n2)c(NCc3ccccc3)[n]4cccc(c24)OCc5ccc(Cl)c(c5)Cl,mol_7007,None,None,Scaffold_21,synscreen,50
CCOc(c1)c(OC)ccc1c(n2)c([n]3ccncc23)NCc4ccccc4,mol_7008,None,-1.15,Scaffold_21,synscreen,0
CCOc(c1)c(OC)ccc1c(nc23)c([n]3cccn2)NCc4ccccc4,mol_7009,None,4.36,Scaffold_21,synscreen,0
CCOc(c1)c(OCCC)ccc1/C=N/NC(=O)C(=O)N(C2)CCC2,mol_7010,None,14.10,Scaffold_00,divscreen,0
CCOc(c1)c(OCCC)ccc1/C=N/NC(=O)CSCc2ccc(cc2)[N+]([O-])=O,mol_7011,None,20.90,Scaffold_00,divscreen,0
CCOc(c1)c(OCc2ccc(cc2)[N+]([O-])=O)ccc1/C=N\Nc(n3)[nH]c4ccccc34,mol_7012,None,20.90,Scaffold_00,divscreen,0
CCOc(c1)c(ccc1)OCC(O)CN(C)[S](=O)(=O)O,mol_7013,None,9.60,Scaffold_00,divscreen,0
CCOc(c1)cc(cc1)NC(=O)N(c2cccc(c2)OCC)C(=O)Nc3cccc(c3)OCC,mol_7014,None,23.30,Scaffold_04,divscreen,0
CCOc(c1)cccc1c(n2)c(NCc3ccccc3)[n]4ccnc(c24)C(=O)OC,mol_7015,None,15.37,Scaffold_21,synscreen,0
CCOc(c1)cccc1c(n2)c([n]3cnc(O)c(c23)N)NCCN4CCOCC4,mol_7016,None,4.41,Scaffold_21,synscreen,0
CCOc(c1)cccc1c(n2)c([n]3cnc(O)c(c23)N)NCc4ccccc4,mol_7017,None,24.75,Scaffold_21,synscreen,0
CCOc(c1)cccc1c(n2)c([n]3cncc(c23)N)NCc4ccccc4,mol_7018,None,17.99,Scaffold_21,synscreen,0
CCOc(c1)cccc1c(nc23)c(NCc4ccccc4)[n]3c(ccn2)Nc5ccc(cc5)[S](N)(=O)=O,mol_7019,None,9.56,Scaffold_21,synscreen,0
CCOc(c1)cccc1c(nc23)c(NCc4ccccc4)[n]3ccc(n2)Nc5ccc(cc5)[S](N)(=O)=O,mol_7020,None,10.35,Scaffold_21,synscreen,0
CCOc(c1)cccc1c(nc2c34)c([n]2cnc3[nH]nc4)NCc5ccccc5,mol_7021,None,1.81,Scaffold_21,synscreen,0
CCOc(c1O)cc(/C=C(/C#N)C(N)=O)cc1CSc(c2)cccc2,mol_7022,None,27.57,Scaffold_00,simscreen,0
CCOc(c1O)cc([N+]([O-])=O)cc1/C=N/NC(=O)CNC(=O)c2ccncc2,mol_7023,None,20.40,Scaffold_00,divscreen,0
CCOc(c1O)cccc1/C=N/NC(=O)COc(cc2)ccc2c(c3)cccc3,mol_7024,None,24.90,Scaffold_00,divscreen,0
CCOc(c1O)cccc1C(C(=O)O)Nc(c2)cccc2,mol_7025,None,10.38,Scaffold_06,synscreen,0
CCOc(c1O)cccc1C(NCc(c2)ccnc2)c3ccc([o]3)COC(C)=O,mol_7026,None,-1.25,Scaffold_06,synscreen,0
CCOc(c1ccccc12)ccc2[S](=O)(=O)NCCO,mol_7027,None,21.20,Scaffold_00,divscreen,0
CCOc(cc1)c(O)c(c1)C(c2cccnc2)Nc3ccccn3,mol_7028,1000.0000,None,Scaffold_06,synscreen,0
CCOc(cc1)c(OC)cc1/C=N/NC(=O)COCC(=O)N\N=C\c2ccc(c(c2)OC)OCC,mol_7029,None,14.10,Scaffold_00,divscreen,0
CCOc(cc1)c(OC)cc1/C=N/NC(=O)c2ccc([o]2)C(=O)N\N=C\c3ccc(c(c3)OC)OCC,mol_7030,None,15.70,Scaffold_00,divscreen,0
CCOc(cc1)c(cc1Br)/C=N/NC(=O)C(=O)N\N=C\c2cc(Br)ccc2OCC,mol_7031,None,38.30,Scaffold_00,divscreen,50
CCOc(cc1)ccc1/C=N/NC(=O)c2ccccc2NC(=O)c3ccc(cc3)OC,mol_7032,None,5.00,Scaffold_00,divscreen,0
CCOc(cc1)ccc1C(=O)CC(C(=O)O)SCc2ccc(Cl)cc2,mol_7033,None,36.00,Scaffold_00,divscreen,50
CCOc(cc1)ccc1C(C)(C2=O)NC(=O)N2CCN(C)C,mol_7034,None,13.40,Scaffold_00,divscreen,0
CCOc(cc1)ccc1C(C)(N2)C(=O)N(C)C2=O,mol_7035,None,21.20,Scaffold_00,divscreen,0
CCOc(cc1)ccc1C(O)(c2ccc(cc2)OCC)C(=O)NNC(C)c3ccc(cc3)OCC,mol_7036,None,15.20,Scaffold_00,divscreen,0
CCOc(cc1)ccc1C2NC(C(=O)OC)Cc(c23)c4ccccc4[nH]3,mol_7037,None,5.30,Scaffold_00,divscreen,0
CCOc(cc1)ccc1CC(S2)C(=O)N\C2=N\c3ccc(Br)cc3,mol_7038,None,40.50,Scaffold_00,divscreen,50
CCOc(cc1)ccc1CN([S](=O)(=O)c2ccc(Cl)c(c2)[N+]([O-])=O)CCc(c[nH]3)c4ccccc34,mol_7039,None,-20.30,Scaffold_00,divscreen,0
CCOc(cc1)ccc1N(C(N2)=O)C(=O)c(c23)c[nH]n3,mol_7040,None,5.30,Scaffold_12,synscreen,0
CCOc(cc1)ccc1N(C2=O)C(=O)Nc(c23)[n](nc3)c4ccc(cc4)OC,mol_7041,None,10.98,Scaffold_12,synscreen,0
CCOc(cc1)ccc1N([S](=O)(=O)c(c2)cccc2)CC(=O)NCc3ccccn3,mol_7042,None,10.50,Scaffold_00,divscreen,0
CCOc(cc1)ccc1N([S](=O)(=O)c2ccc(Br)cc2)CC(=O)N\N=C(/C(N3)=O)c4ccccc34,mol_7043,None,-7.80,Scaffold_00,divscreen,0
CCOc(cc1)ccc1N2C(=O)C(CC2=O)Sc3ccccc3N,mol_7044,None,9.00,Scaffold_00,divscreen,0
CCOc(cc1)ccc1NC(=O)N(c2ccc(cc2)OCC)C(=O)Nc3ccc(cc3)OCC,mol_7045,None,28.90,Scaffold_04,divscreen,0
CCOc(cc1)ccc1NC(=O)c2c(O)c(c(C)[s]2)CC(=O)O,mol_7046,None,12.40,Scaffold_00,divscreen,0
CCOc(cc1)ccc1NC(=S)NC(=O)c2cc([N+]([O-])=O)ccc2,mol_7047,None,8.10,Scaffold_00,divscreen,0
CCOc(cc1)ccc1NC(=S)NC(c(c2)cccc2)Cc3ccccc3,mol_7048,None,25.70,Scaffold_00,divscreen,0
CCOc(cc1)ccc1NC(=S)Nc2cc(n[nH]2)c3ccc[s]3,mol_7049,None,19.00,Scaffold_08,simscreen,0
CCOc(cc1)ccc1NC(=S)Nc2ccccc2SCC[S](=O)(=O)c3ccc(Cl)cc3,mol_7050,None,4.50,Scaffold_00,divscreen,0
CCOc(cc1)ccc1NCC(O)C[n](c2ccc(Cl)cc23)c4ccc(Cl)cc34,mol_7051,None,-27.10,Scaffold_00,divscreen,0
CCOc(cc1)ccc1NCc(cc2)ccc2O,mol_7052,None,1.50,Scaffold_00,divscreen,0
CCOc(cc1)ccc1NCc2ccc(cc2)CNc3ccc(cc3)OCC,mol_7053,None,13.80,Scaffold_00,divscreen,0
CCOc(cc1)ccc1Nc(n2)[s]cc2C(C)(O3)CC(C3=O)CCC,mol_7054,None,3.80,Scaffold_02,divscreen,0
CCOc(cc1)ccc1Nc(n2)c(nc3ccccc23)Nc4ccc(cc4)OCC,mol_7055,None,1.60,Scaffold_00,divscreen,0
CCOc(cc1)ccc1Nc2c([N+]([O-])=O)cc(C(O)=O)cc2[N+]([O-])=O,mol_7056,None,36.10,Scaffold_00,divscreen,50
CCOc(cc1)ccc1Nc2c([N+]([O-])=O)cc(cc2[N+]([O-])=O)C(=O)Nc3cc([S](N)(=O)=O)ccc3C,mol_7057,None,11.90,Scaffold_00,divscreen,0
CCOc(cc1)ccc1Oc2cc([N+]([O-])=O)cc(c2)Oc3ccc(N)cc3,mol_7058,None,18.10,Scaffold_00,divscreen,0
CCOc(cc1)ccc1[S](=O)(=O)N(CC(=O)O)c2ccc(C)cc2,mol_7059,None,32.50,Scaffold_00,divscreen,50
CCOc(cc1)ccc1[S](=O)(=O)N(c2ccc(C)cc2)CC(=O)N\N=C\c3ccncc3,mol_7060,None,8.80,Scaffold_00,divscreen,0
CCOc(cc1)ccc1[S](=O)(=O)NC(=O)N(CC)Cc([o]2)cc3ccccc23,mol_7061,None,23.00,Scaffold_00,divscreen,0
CCOc(cc1)ccc1\C=C\C(=N\c2ccccc23)N(C3=O)c4ccc(cc4)OC,mol_7062,None,-11.00,Scaffold_00,divscreen,0
CCOc(cc1/C=N/NC(=O)c(cc2)ccc2[N+]([O-])=O)cc(c1O)/C=N/NC(=O)c3ccc(cc3)[N+]([O-])=O,mol_7063,None,17.40,Scaffold_00,divscreen,0
CCOc(cc12)c(OCC)cc2c(ncc1)Cc3ccc(OCC)c(c3)OCC,mol_7064,None,-10.70,Scaffold_00,divscreen,0
CCOc(cc12)ccc1[nH]c(n2)SCC(=O)c3ccc(cc3)OCC(=O)OC,mol_7065,None,8.20,Scaffold_00,divscreen,0
CCOc(cc1NC(=O)c(c2)cccc2)c(cc1OCC)NC(=O)Nc3ccc(Cl)cc3,mol_7066,None,5.70,Scaffold_04,divscreen,0
CCOc(cc1NC(=O)c(c2)cccc2)c(cc1OCC)NC(=O)Nc3cccc(c3)C(F)(F)F,mol_7067,None,26.50,Scaffold_04,divscreen,0
CCOc(cc1O)c(cc1)/C=N\Nc2[nH]nnn2,mol_7068,None,22.90,Scaffold_00,divscreen,0
CCOc(cc1O)ccc1/C=N/N(C)c(n2)nc(c3ccccc3)cc2c(c4)cccc4,mol_7069,None,13.60,Scaffold_00,divscreen,0
CCOc(cc1O)ccc1/C=N\NC(=O)c(n2)nc(c3ccccc3)cc2c(c4)cccc4,mol_7070,None,35.00,Scaffold_00,divscreen,50
CCOc(ccc1)c(c1)C(=O)Nc2ccc(cc2)c3ccc(cc3)NC(=O)c4ccccc4OCC,mol_7071,None,16.00,Scaffold_00,divscreen,0
CCOc(ccc1)c(c1)NC(=O)NCC(=O)N\N=C\c2ccc(Cl)cc2,mol_7072,None,9.70,Scaffold_04,divscreen,0
CCOc(ccc1)cc1NC(=O)Nc2ccc(cc2OC)c3cc(OC)c(cc3)NC(=O)Nc4cccc(c4)OCC,mol_7073,None,42.10,Scaffold_04,divscreen,50
CCOc(ccc12)cc1[s]c(n2)NC(=O)OCc3ccc(cc3)[N+]([O-])=O,mol_7074,None,0.00,Scaffold_02,synscreen,0
CCOc(ccc12)cc1[s]c(n2)NC(=O)OCc3ccccc3,mol_7075,None,4.79,Scaffold_02,synscreen,0
CCOc(ccc12)cc1[s]c(n2)NC(=O)Oc3ccc(cc3)OC,mol_7076,None,2.04,Scaffold_02,synscreen,0
CCOc(ccc12)cc1[s]c(n2)NC(=O)Oc3ccccc3,mol_7077,None,6.42,Scaffold_02,synscreen,0
CCOc(ccc12)cc1[s]c(n2)SCC(=O)NCCc3ccccc3,mol_7078,None,1.10,Scaffold_00,divscreen,0
CCOc(ccc12)cc1[s]c(n2)[S](N)(=O)=O,mol_7079,None,17.40,Scaffold_00,divscreen,0
CCOc(ccc12)cc2nc(nc1C)N\C(N)=N\C(=O)CC,mol_7080,None,12.90,Scaffold_00,divscreen,0
CCOc(ccc1O)cc1/C=N/NC(=O)CNc(cc2)cc3ccccc23,mol_7081,None,6.70,Scaffold_00,divscreen,0
CCOc(ccc1O)cc1/C=N/NC(=O)Cc(ccc2Br)c3ccccc23,mol_7082,None,21.60,Scaffold_00,divscreen,0
CCOc(cccc1)c1OCC(=O)N\N=C\c2cc(O)c(O)cc2,mol_7083,None,31.40,Scaffold_00,divscreen,50
CCOc(n[n](c1O)c2c(Cl)cc(C(F)(F)F)cn2)c1/C=N/OCc(cc3)ccc3C(F)(F)F,mol_7084,None,3.60,Scaffold_00,divscreen,0
CCOc(nc(c12)OCC)nc1cc[n]2CCN(Cc3ccccc3)Cc4ccccc4,mol_7085,None,7.40,Scaffold_00,divscreen,0
CCOc(nc1Oc2ccc(C(=O)O)cc2)nc(n1)Oc3ccc(C(=O)O)cc3,mol_7086,None,-13.60,Scaffold_00,divscreen,0
CCOc1c(OC)cc(cc1)/C=N/NC(=O)C(CCCC)C(=O)N\N=C\c2ccc(c(c2)OC)OCC,mol_7087,None,14.20,Scaffold_00,divscreen,0
CCOc1c(cc(Br)cc1)/C=N/NC(=O)CCCCCCC(=O)N\N=C\c2cc(Br)ccc2OCC,mol_7088,None,25.60,Scaffold_00,divscreen,0
CCOc1c(cc(cc1)OCC)NC(=O)Nc2cc(Cl)ccc2OC,mol_7089,None,17.60,Scaffold_04,divscreen,0
CCOc1cc(/C=N/NC(=N)N)ccc1OCc(c2)cccc2,mol_7090,None,6.40,Scaffold_00,divscreen,0
CCOc1cc(/C=N/NC(=O)c2cc(Br)cnc2)ccc1OC(=O)c3ccc(Br)cc3,mol_7091,None,18.90,Scaffold_00,divscreen,0
CCOc1cc(/C=N\NC(=O)c2ccc(Br)cc2)ccc1OC(=O)c3ccc(cc3)[N+]([O-])=O,mol_7092,None,8.80,Scaffold_00,divscreen,0
CCOc1cc(NC(=O)CCCCC)c(OCC)cc1NC(=O)c(c2)cccc2,mol_7093,None,28.60,Scaffold_00,divscreen,0
CCOc1cc(NC(=O)NCCC)c(OCC)cc1NC(=O)c(c2)cccc2,mol_7094,None,3.30,Scaffold_04,divscreen,0
CCOc1cc(NC(=O)NCCCC)c(OCC)cc1NC(=O)c(c2)cccc2,mol_7095,None,21.50,Scaffold_04,divscreen,0
CCOc1cc(NC(=O)c2ccc(Cl)cc2Cl)c(OCC)cc1NC(=O)c(c3)cccc3,mol_7096,None,13.60,Scaffold_00,divscreen,0
CCOc1cc(O)c(cc1)/C=N/Nc2cc(Cl)nc(C)n2,mol_7097,None,23.10,Scaffold_00,divscreen,0
CCOc1cc(O)c(cc1)/C=N/Nc2cc(ncn2)[n]3cc(C)cn3,mol_7098,None,19.90,Scaffold_00,divscreen,0
CCOc1cc(c(C(N)=O)cc1)SCC(=O)O,mol_7099,None,13.10,Scaffold_00,divscreen,0
CCOc1cc(c(O)cc1)/C=N/NC(=O)COc2cccc(c2)[N+]([O-])=O,mol_7100,None,16.80,Scaffold_00,divscreen,0
CCOc1cc(c(OCC)cc1NC(=O)c(c2)cccc2)NC(=O)N[S](=O)(=O)c3ccc(C)cc3,mol_7101,None,-16.50,Scaffold_00,divscreen,0
CCOc1cc(ccc1OCc(c2)cccc2)/C=N/NC(=O)CCSc3ccc(Cl)cc3,mol_7102,None,36.00,Scaffold_00,divscreen,50
CCOc1cc(ccc1OCc(ccc2)c3ccccc23)/C=N\NC(=O)CC(=O)Nc4cccc(c4)Cl,mol_7103,None,5.70,Scaffold_00,divscreen,0
CCOc1cc(ccc1OCc2ccc(Cl)cc2)/C=N/NC(=O)C(=O)Nc3cc(C(F)(F)F)ccc3,mol_7104,None,8.20,Scaffold_00,divscreen,0
CCOc1ccc(Br)cc1/C=N/NC(=O)C(Oc(c2)cccc2)Oc3ccccc3,mol_7105,None,10.40,Scaffold_00,divscreen,0
CCOc1ccc([N+]([O-])=O)cc1/C=N/NC(=O)c(c2)cccc2NC(=O)c3ccc(F)cc3,mol_7106,None,4.70,Scaffold_00,divscreen,0
CCOc1ccc(cc1)/C=N/NC(=O)c2cccc(n2)C(=O)N\N=C\c3ccc(cc3)OCC,mol_7107,None,12.70,Scaffold_00,divscreen,0
CCOc1ccc(cc1)C(C)(C(=O)O)CC(N)=O,mol_7108,None,22.50,Scaffold_00,divscreen,0
CCOc1ccc(cc1)CC(C(=O)O)CC(=O)O,mol_7109,None,21.40,Scaffold_00,divscreen,0
CCOc1ccc(cc1)CC(C(=O)O)CC(N)=O,mol_7110,None,6.30,Scaffold_00,divscreen,0
CCOc1ccc(cc1)C\C(N)=N/[n]2cnnc2,mol_7111,None,18.40,Scaffold_00,divscreen,0
CCOc1ccc(cc1)N(C(C)=O)C(c2cc([N+]([O-])=O)ccc2O)c3cc(CCC)ccc3O,mol_7112,None,18.60,Scaffold_06,divscreen,0
CCOc1ccc(cc1)NCc2ccccc2O,mol_7113,None,18.50,Scaffold_00,divscreen,0
CCOc1ccc(cc1)Nc2nnc(SCC(=O)NN)[n]2c3ccc(cc3)OCC,mol_7114,None,19.40,Scaffold_00,divscreen,0
CCOc1ccccc1C(c(c(c23)O)ccc2cccn3)NC(C)Cc4c5ccccc5[nH]c4,mol_7115,None,2.56,Scaffold_06,synscreen,0
CCOc1ccccc1N(C(N2)=O)C(=O)c(c23)c[nH]n3,mol_7116,None,8.00,Scaffold_12,synscreen,0
CCOc1ccccc1NC(=O)CC(C(=O)Nc2ccccc23)N3[S](=O)(=O)c4ccc(C)cc4,mol_7117,None,11.40,Scaffold_00,divscreen,0
CCOc1ccccc1NC(=O)CN([S](C)(=O)=O)c(cc2)ccc2Oc(c3)cccc3,mol_7118,None,11.70,Scaffold_00,divscreen,0
CCOc1ccccc1NC(=O)O/N=C(N)/Cc(ccc2)c3ccccc23,mol_7119,None,27.30,Scaffold_00,divscreen,0
CCOc1ccccc1NC(=O)c(cc2)ccc2NC(=O)CCCC(=O)OC,mol_7120,None,-8.50,Scaffold_00,divscreen,0
CCSC(SCC)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,mol_7121,None,33.10,Scaffold_00,divscreen,50
CCSC(SCC)c1nn[nH]n1,mol_7122,None,21.30,Scaffold_00,divscreen,0
CCSC/1=N/CN(CN1)Cc2ccc[s]2,mol_7123,None,8.00,Scaffold_00,divscreen,0
CCSCCC(C(O)=O)Nc1c([N+]([O-])=O)cc(cc1)[N+]([O-])=O,mol_7124,None,-22.90,Scaffold_00,divscreen,0
CCSC[C@@H](C(=O)O)NC(=O)OCC(c1ccccc12)c3ccccc23,mol_7125,None,31.80,Scaffold_00,divscreen,50
CCS[P](=O)(SCC)C(c(cc1)ccc1)NC(=S)c2ccccc2,mol_7126,None,14.80,Scaffold_00,divscreen,0
CCSc([s]1)nnc1NC(=O)CCCc(cc2)c(Cl)cc2Cl,mol_7127,None,16.00,Scaffold_00,divscreen,0
CCSc(n1)nc(C)cc1SCC(=O)N\N=C\c(cc2)c(O)c(c2)OC,mol_7128,None,2.40,Scaffold_00,divscreen,0
CCSc(n1)nnc(c12)c3ccccc3NC(O2)c4ccccc4OCC(=O)O,mol_7129,None,30.80,Scaffold_00,divscreen,50
CCSc(n1)nnc2c1OC(Nc3ccccc23)c4ccccc4OCC(=O)OCC,mol_7130,None,30.60,Scaffold_00,divscreen,50
CCSc(n1)nnc2c1OC(c3ccc(C(=O)O)cc3)Nc4ccccc24,mol_7131,None,26.80,Scaffold_00,divscreen,0
CCSc(nc1)c(cc1)C(=O)NC(CCSC)C(=O)NCC(=O)OCC,mol_7132,None,8.50,Scaffold_00,divscreen,0
CCSc1c(C(=O)O)c(O)n[s]1,mol_7133,None,25.30,Scaffold_00,divscreen,0
CC[C@@H](C)[C@@H](C(=O)O)NC(=O)[C@@H](CCCN)NC(=O)[C@H](CC(=O)O)NC(=O)OCC(c1ccccc12)c3ccccc23,mol_7134,None,31.70,Scaffold_00,divscreen,50
CC[C@@H](C)[C@@H](C(=O)O)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@H]1CCCN1C(=O)c2ccccc2,mol_7135,None,9.70,Scaffold_00,divscreen,0
CC[C@@H](C)[C@@H](C(=O)O)NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@H](CCSC)NC(=O)OCc(c2)cccc2,mol_7136,None,24.40,Scaffold_00,divscreen,0
CC[C@@H](C)[C@@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C(=O)O)CCC(=O)O,mol_7137,None,15.70,Scaffold_00,divscreen,0
CC[C@@H](C)[C@H](N)C(=O)NCCCCCC(=O)N[C@H](C(=O)O)Cc1c[nH]c2ccccc12,mol_7138,None,-1.40,Scaffold_00,divscreen,0
CC[C@@H](C)[C@H](N)C(=O)N[C@@H](C(=O)N[C@@H](C(N)=O)CO)Cc([nH]1)cnc1,mol_7139,None,11.90,Scaffold_00,divscreen,0
CC[C@H](C(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCCN)N[S](=O)(=O)c(cc1)ccc1C,mol_7140,None,16.30,Scaffold_00,divscreen,0
CC[C@H](C)Nc1nc(nc(C)c1)NCCC#N,mol_7141,None,0.19,Scaffold_05,synscreen,0
CC[C@H](C)[C@@H](C(=O)N[C@@H](C(=O)O)CCCCN)NC(=O)[C@@H](N)COCc(c1)cccc1,mol_7142,None,24.20,Scaffold_00,divscreen,0
CC[C@H](C)[C@@H](C(=O)N[C@H](C(=O)OC)CCSC)NC(=O)OCc(c1)cccc1,mol_7143,None,24.20,Scaffold_00,divscreen,0
CC[C@H](C)[C@@H](C(=O)O)NC(=O)CNC(=O)CNC(=O)OCc(c1)cccc1,mol_7144,None,11.00,Scaffold_00,divscreen,0
CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](N)Cc1ccc(cc1)O[P](=O)(O)O,mol_7145,None,0.40,Scaffold_00,divscreen,0
CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@@H](N)CCCNC(=N)N,mol_7146,None,21.70,Scaffold_00,divscreen,0
CC[C@H](C)[C@@H](C(=O)O)NC(=O)[C@@H](NC(=O)OCc(c1)cccc1)CCCCNC(=O)OCc2ccccc2,mol_7147,None,35.60,Scaffold_00,divscreen,50
CC[C@H](C)[C@@H](C(=O)O)NSc(nc1)c(cc1)[N+]([O-])=O,mol_7148,None,13.70,Scaffold_00,divscreen,0
CC[C@H](C)[C@@H](C(=O)O)N[S](=O)(=O)c(cccc12)c2cccc1N(C)C,mol_7149,None,34.00,Scaffold_00,divscreen,50
CC[C@H](C)[C@@H](C(N)=O)NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)OCc(c1)cccc1,mol_7150,None,-12.60,Scaffold_00,divscreen,0
CC[C@H](C)[C@@H](C(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,mol_7151,None,-0.60,Scaffold_00,divscreen,0
CC[C@H](C)[C@@H](C(O)=O)Nc1c([N+]([O-])=O)cc(cc1)[N+]([O-])=O,mol_7152,None,22.80,Scaffold_00,divscreen,0
CC[C@H](C)[C@H](C(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)CCNC(=O)OCc(c(c1)Cl)ccc1,mol_7153,None,11.70,Scaffold_00,divscreen,0
CC[C@H](C)[C@H](N)C(=O)NCC(=O)NCC(N)=O,mol_7154,None,20.50,Scaffold_00,divscreen,0
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)OCc(c2)cccc2,mol_7155,None,19.50,Scaffold_00,divscreen,0
CC[C@H](C)[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](Cc2ccc(cc2)O[P](=O)(O)O)C(=O)N[C@@H](C(=O)O)Cc3ccc(O)cc3,mol_7156,None,-5.60,Scaffold_00,divscreen,0
CC[C@H](CO)NCCN[C@@H](CO)CC,mol_7157,None,19.90,Scaffold_00,divscreen,0
CC[C@H](N)C(=O)N[C@H](C(=O)O)CC(=O)O,mol_7158,None,18.00,Scaffold_00,divscreen,0
CC[C@H]([C@@H](O1)[C@@H](C)C[C@@]1(CC)[C@@H]2O[C@@H](C)[C@](O)(CC2)CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc3ccc(C)c(O)c3C([O-])=O,mol_7159,None,6.70,Scaffold_00,divscreen,0
CC[N+](CC)(CC)CCOc1c(OCC[N+](CC)(CC)CC)c(ccc1)OCC[N+](CC)(CC)CC,mol_7160,None,26.30,Scaffold_00,divscreen,0
CC[N+](CC)(CCC[S]([O-])(=O)=O)CC#Cc(c1)cccc1,mol_7161,None,13.40,Scaffold_00,divscreen,0
CC[N+](CC)(Cc(c1)c(Cl)ccc1)CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc2ccccc2Cl,mol_7162,None,29.50,Scaffold_00,divscreen,0
CC[N+](CC)(Cc1ccc[o]1)CC(=O)Nc(cc2)cc(c2)O,mol_7163,None,-9.30,Scaffold_00,divscreen,0
