smiles,bradley
[O-][N+](=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1,138.0
C1=CC=C(N=C1)C1=CC=CC(=N1)C1=CC=CC=N1,90.5
OC1=CC=C(O)C(C=O)=C1,98.5
BrCCCCOC1=CC=CC=C1,41.5
COC1=CC=C(OC)C(=C1)C(C)=O,19.5
CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,36.5
OCC1=CC=CC=C1Br,80.5
CC(OC1=CC=CC=C1Cl)C(O)=O,114.0
OC(=O)CCC(=O)C1=CC=CC=C1,118.0
NC(=O)C1=CC=CC=C1C#N,172.0
O=C(NCC1=CC=CC=C1)C1=CC=CC=C1,106.0
OC(=O)C1=C(F)C=C(F)C=C1,188.0
ClC1=NC=CC=N1,66.5
C1CCC(CC1)NC1=CC=CC=C1,15.5
NC(=O)C1=CC=C(C=C1)C(F)(F)F,184.0
FC1=CC=CC(F)=C1C#N,30.5
COC1=CC(=CC(O)=C1OC)C(O)=O,196.0
CCCCCC(=O)OC(=O)CCCCC,-40.5
O=C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,100.0
ClC(=O)C1=CC2=CC=CC=C2C=C1,50.5
COC1=CC=C(C=C1)N=C=S,18.5
OC(=O)C(CC=C)C(O)=O,104.0
OCC1=CC=CC=C1C1=CC=CC=C1,49.5
OCC1=CC=C(C=C1)C(O)=O,182.0
ClC1=CC(I)=CC(Cl)=C1,56.5
IC1=CC=C(C=C1)C#N,126.0
O=CC1=CC=C(C=C1)C1=CC=CC=C1,59.5
[O-][N+](=O)C1=CC=CC(=C1)N=C=O,51.5
SC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,106.0
NC1=NC=C(C=C1)[N+]([O-])=O,188.0
O=CC1=CC=NC2=CC=CC=C12,50.5
COC1=CC(=CC=C1O)C#N,86.5
N#CC1=CC2=C(OCO2)C=C1,93.5
CC(CO)(CO)C(O)=O,190.0
COC1=C(C=O)C2=C(C=CC=C2)C=C1,83.5
C=CS(=O)(=O)C1=CC=CC=C1,68.5
CCC(=O)C1=CC=C(O)C=C1O,99.5
NNC(=O)C1=CC=CC=C1Cl,118.0
NC1=C(C=C(Cl)C=C1)C#N,96.5
CCOC(=O)C(C(=O)OCC)C(=O)OCC,28.5
OC(=O)CC1=C(Cl)C=CC=C1Cl,160.0
C(CP(C1=CC=CC=C1)C1=CC=CC=C1)CP(C1=CC=CC=C1)C1=CC=CC=C1,60.5
NCCCN1CCN(CCCN)CC1,14.5
[O-][N+](=O)C1=CC=C(OC(Cl)=O)C=C1,78.5
CC1=CC=C(N)C=C1Br,26.5
BrC1=CC=CC=C1C1=CC=CC=C1Br,80.5
CC(=O)OC1=CC=C(C=C1)C(C)=O,53.5
C1COCCOC2=CC=CC=C2OCCOCCO1,79.5
ClC1=CC2=C(C=CN2)C=C1,89.5
COC1=CC=C(Br)C(OC)=C1,25.5
CC1=CCC(CC1O)C(C)(C)O,130.0
CCCCCCCCCCC1=CC=C(N)C=C1,24.5
COC1=CC(Cl)=CC=C1C(O)=O,146.0
CCCCCCC(O)C(O)=O,69.5
O=C1CCCCC1C1=CC=CC=C1,57.5
IC1=CC=C(C=O)C=C1,77.5
CC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(O)=O,206.0
OC(=O)C1=CC(F)=CC(F)=C1,122.0
OC(=O)[C@@H]1CCCN1C(=O)OCC1=CC=CC=C1,76.5
CC(=O)OCC(C(OC(C)=O)C1=CC=CC=C1)[N+]([O-])=O,70.5
OCC1CCCNC1,60.5
CC(C)CCC#C,-124.0
CCCC1=CC=C(C=C1)C(O)=O,142.0
OC(C=O)C(O)C(O)C(O)C(O)=O,166.0
CCOC1=CC=C(I)C=C1,28.5
ClC1=CC=C(CC#N)C=C1,30.5
CC1=CC=C(CC(O)=O)C=C1,92.5
CN1[C@H]2CC[C@@H]1CC(=O)C2,42.5
CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C,238.0
OC(=O)\C=C\C1=CC=C(Cl)C=C1,248.0
COC1=CC=C(\C=C\C(O)=O)C=C1,174.0
NNC(=S)NC1=CC=CC=C1,138.0
OC(=O)\C=C\C1=CC=C(Br)C=C1,262.0
O=C1CSC(=S)N1,170.0
COC1=CC(CNC(=O)CCCC\C=C\C(C)C)=CC=C1O,65.5
O=C1CC(=O)NC(=S)N1,234.0
S=C1NCCS1,106.0
CCNC(=S)NCC,77.5
CC12CCC3C(CCC4(C)CC5(CCC34C)OCCO5)C1CCC2=O,158.0
CC(=O)OC1CCC2(C)C(C1)CC(=O)C1C3CCC(=O)C3(C)CCC21,164.0
OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O,166.0
OC1=C(O)C=C(C=C1)[N+]([O-])=O,176.0
OC(=O)C1=CC(C=C)=CC=C1,95.5
CC\C=C\CC(O)=O,11.5
OC1=CC=CC=C1C1=NC2=C(S1)C=CC=C2,132.0
OC[C@H](O)[C@H](O)[C@H](O)CO,102.0
OC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,154.0
CC(=O)NC1=CC=CC=C1C,110.0
[O-][N+](=O)CC(=O)NC1=CC=CC=C1,93.5
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-10.5
CC1=CC=CC(N)=C1C,2.5
O=C1OC2=CC=CC=C2C=C1,70.5
CC1=CC=CC(C)=C1Cl,-35.5
ClC1=C(Cl)C=C(Br)C=C1,24.5
CC(C)C1=CC=C(C)C(O)=C1,1.5
CC(C)C1=CC=C(CO)C=C1,27.5
OC(=O)C1=CC=CC=C1N=NC1=CC=C(O)C=C1,206.0
ClCC(=O)CCl,44.5
CN(C)C1=CC=C(C=C1)N(C)C,50.5
CNC1=CC=CC=C1C(=O)OC,18.5
COC1=CC(=CC=C1)C(C)=O,-7.5
CC1=CC=C(CCl)C=C1,4.5
COC1=CC(Cl)=CC=C1N,51.5
OC1=CC=C(CC2=CC=CC=C2)C=C1,83.5
COC(=O)C1=CC(OC)=CC(OC)=C1,42.5
CCOC(=O)CNC1=CC=CC=C1,57.5
ClC1=CC(Cl)=C(Br)C=C1,26.5
NC1=CC(OC2=CC=CC=C2)=CC=C1,36.5
COC1=C(F)C(F)=C(F)C(F)=C1F,-37.5
N#CC1=CC=CN=C1,50.5
OC1=CC=C(C=O)C=C1,118.0
CC(C)=O,-94.5
CCCCCCCCO,-15.5
NCCCNCCCCNCCCN,28.5
C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2,118.0
CC(C)NCC(O)COC1=CC=CC=C1CC=C,108.0
NCC(CC(O)=O)C1=CC=C(Cl)C=C1,208.0
CCOP(=S)(OCC)OC1=NC(Cl)=C(Cl)C=C1Cl,42.0
NC(=O)CI,94.0
CN1C(=O)OC(C)(C)C1=O,46.5
FC(F)(F)C(=O)CC(=O)C1=CC=CS1,42.5
C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O)[C@@H]2O,282.0
OC(=O)C1=CC(Cl)=C(Cl)C=C1,208.0
CCOS(=O)(=O)OCC,-24.5
CS(C)(=O)=O,110.0
CC1=CC=C(C=C1)S(N)(=O)=O,138.0
CC(C)C1=CC(=C(C)C(Br)=C1O)C1(OS(=O)(=O)C2=CC=CC=C12)C1=CC(C(C)C)=C(O)C(Br)=C1C,200.0
CNC(C)=O,27.5
C1=CC=C(C=C1)C1=CC=CC=C1C1=CC=CC=C1,56.5
CCN1C2=C(C=CC=C2)C2=C1C=CC=C2,68.5
OC(=O)C1=C2C=CC=CC2=CC=C1,162.0
NC1=CC=C(C=C1)C1=CC=CC=C1,53.5
OCC(O)C1=CC=CC=C1,67.5
CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,94.5
O=C(NC1=CC=CC=C1)C1=CC=CC=C1,164.0
[O-][N+](=O)C1=CC2=C(C=C1)N=CN2,208.0
CC1=CC(O)=CC=C1O,128.0
BrCC(Br)CBr,16.5
ClCC(Cl)CCl,-14.5
CC1CCCC1,-142.0
CC(C)COC(=O)C(C)C,-80.5
OC(=O)C1=CC(O)=CC=C1,202.0
OC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,206.0
COC1=CC=C(C=C1N)[N+]([O-])=O,118.0
[O-][N+](=O)C1=CC(C=O)=CC=C1,58.5
CCOC(=O)C1=CC=C(C=C1)[N+]([O-])=O,57.5
CNC1=CC=C(C=C1)[N+]([O-])=O,152.0
[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O,174.0
CCN1CCOCC1,-63.5
C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,26.5
CC(=O)CC(=O)NC1=CC=CC=C1,85.5
O=CNC1=CC=CC=C1,46.5
CC(=O)NC1=CC=C(C=C1)[N+]([O-])=O,216.0
O=C1CCCCCN1,69.5
O=C1CCC(=O)O1,120.0
CC1=CC(C)=CC=C1,-47.5
CCCCCCS,-80.5
CCCSCCC,-102.0
CCCCCCCCCCBr,-29.5
CCCCCCCCCC=O,-5.5
CCCCCCCCCCCCCCO,39.5
OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,42.5
C1=CC2=CC=CC=CC2=C1,99.5
C1=CN=CN=C1,21.5
[O-][N+](=O)C1=CC(=CC(=C1Cl)[N+]([O-])=O)C(F)(F)F,56.5
[O-][N+](=O)C1=CC=C(C=C1)C(F)(F)F,39.5
CC(=O)NC1=CC=C(Cl)C=C1,178.0
CCCCl,-122.0
ClCCC#N,-50.5
CCC(C)(C)CC,-134.0
CC(C)=C(C)C,-74.5
CC(C)C(C)C(C)C,-110.0
[O-][N+](=O)C1=CC=CC=C1Br,42.5
BrC1=CC=C(I)C=C1,91.5
CCCC(C)(C)O,-102.0
CC1(O)CCCCC1,25.5
BrC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,154.0
OC1=C2C=CC=CC2=C(C=C1[N+]([O-])=O)[N+]([O-])=O,132.0
NC1=C(Cl)C=CC=C1Cl,39.5
OC(=O)C1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,170.0
[O-][N+](=O)C1=CC=CC=C1C#N,108.0
CC(C)(C)OOC(=O)C1=CC=CC=C1,7.5
CC1=CC(Br)=CC=C1Br,5.5
COC(=O)C1=CC=CC(Br)=C1,32.5
OC(=O)C1=CC=CC(C=O)=C1,174.0
[O-][N+](=O)C1=CC(=CC=C1)C#N,116.0
COC(=O)C1=CC=C(C=C1)[N+]([O-])=O,95.5
N#CC1=CC(=CC=C1)C#N,162.0
CCCC1=CC=C(O)C=C1,21.5
N#CCCC1=CC=CC=C1,-1.5
CC(C)CC=C,-154.0
OC(=O)CCCCCCCCCCC(O)=O,128.0
CCCCCCCCCCCBr,-9.5
CC1=NC(=CN1)[N+]([O-])=O,252.0
O=C(C1CCCCC1)C1=CC=CC=C1,55.5
CCC(C)C=C,-154.0
CN1CCCC1=O,-23.5
NC1=CC=C(C=C1)C#N,84.5
OC(C(F)(F)F)C(F)(F)F,-3.5
CCCCCCCCCCCCCCC(O)=O,52.5
CC(C)CCCCC(C)C,-54.5
CN(C)C1=CC=NC=C1,112.0
COC(=O)C1=CC=C(Cl)C=C1,43.5
COC(=O)C1=CC=C(C=O)C=C1,60.5
OC(=O)CC1=CC=CC(Cl)=C1,78.5
COC1=CC(=CC(OC)=C1OC)C#N,93.5
OCCSSCCO,25.5
COC1=C(Cl)C(Cl)=CC=C1,31.5
BrC1=CC=CC=C1C1=CC=CC=C1,1.5
ClC1=CC=CC=C1C(Cl)(Cl)Cl,29.5
ClC1=NC2=C(C=CC=C2)N=C1Cl,152.0
COC1=CC(OC)=C(C=O)C=C1OC,114.0
OC(=O)C1=C(C(Cl)=CC=C1)[N+]([O-])=O,238.0
ClS(Cl)=O,-104.0
CCC(C)N,-104.0
CC(C)C1=NC=C(N1C)[N+]([O-])=O,60.5
BrC1=CC=C(CC#N)C=C1,47.5
[O-][N+](=O)C1=C(Cl)C=C(Cl)C=C1Cl,71.5
CCC(=O)OC(=O)CC,-44.5
CCCCCCCC#N,-45.5
CCCCOP(=O)(OCCCC)OCCCC,-79.5
COC1=CC(Cl)=CC(Cl)=C1,40.5
COC1=CC(CO)=CC=C1O,114.0
CCN(CC)C1=CC=C(C=O)C=C1,40.5
O=C(C1=CC=CS1)C1=CC=CC=C1,56.5
N1C=CN=N1,23.5
FC1=C(F)C(F)=C(C(F)=C1F)C1=C(F)C(F)=C(F)C(F)=C1F,67.5
CC(C)C(N)=O,128.0
COC1=C(OC)C(=O)C(C)=CC1=O,59.0
NC(=O)C1=CC=CC=C1Cl,142.0
OC(=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1,198.0
CC1=CC=CC(=C1)C(N)=O,95.5
N#CCC1=CC=C(CC#N)C=C1,95.5
OCC1=CC(CO)=CC=C1,57.5
N#CCC1=CC(CC#N)=CC=C1,33.5
NC(=O)C1=CC=C(Br)C=C1,192.0
COC1=CC=C(C=C1OC)[N+]([O-])=O,97.5
COC1=CC(OC)=C(C=O)C(OC)=C1,120.0
FC1=C(F)C(F)=C(C(=O)C2=CC=CC=C2)C(F)=C1F,37.5
CC1(O)CCCC1,36.5
OC(=O)CC1=CC=C(Br)C=C1,116.0
CCOC1=CC=CC=C1OCC,43.5
NC(=O)C1=CC=C(N)C=C1,182.0
NC(=O)C1=CC=CC=C1Br,160.0
COC1=CC=CC(OC)=C1C,39.5
CC(=O)C1=CC=CC(=C1)C#N,98.5
SCC1=CC=C(Cl)C=C1,19.5
COC(=O)NN,72.5
COC1=CC(OC)=CC(Cl)=C1,34.5
CC1=CC(C)=C(C)C(CCl)=C1C,70.0
COC1=CC(=CC=C1)C(N)=O,134.0
OCC1=CC=CC=C1I,91.5
CC(=O)OC1=CC=C(C=C1)C1=CC=CC=C1,88.5
CCCC1=CC(O)=NC(S)=N1,220.0
S=C1N=CNC2=C1NC=N2,314.0
CN1\C(=C(/O)NC2=NC=CC=C2)C(=O)C2=C(C=CC=C2)S1(=O)=O,198.0
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,176.0
NC(=O)C1=CC(=CC=C1)[N+]([O-])=O,142.0
NCCO,10.5
OCCNCCO,28.5
OCCN(CCO)CCO,20.0
ClCCCl,-35.5
OCCCO,-26.5
CC1=CC=CC(C)=N1,-6.5
CCOC(=O)CC#N,-22.5
O=CC1=CC2=C(OCO2)C=C1,36.5
CC1=CC=C(N)C=C1C,50.5
ClC(=O)C1=CC=CO1,-1.5
CCOC(=O)CCC(=O)OCC,-20.5
COC1=CC(N)=CC=C1,-0.5
CN(C)C1=CC=C(Br)C=C1,54.5
CC1=CC=CC=C1Cl,-35.5
CC1=CC=CC=C1Br,-27.5
COC1=CC(CC=C)=CC=C1O,-9.5
N#CCCCCC#N,1.5
COC1=CC=CC=C1Br,2.5
ClC(Cl)C1=CC=CC=C1,-16.5
C(OCC1=CC=CC=C1)C1=CC=CC=C1,3.5
[O-][N+](=O)C1=CC=C(F)C=C1F,9.5
ClCCCCCCl,-72.5
CC(=O)C1=CC=C(Cl)C=C1Cl,33.5
ClC1=CC=C(C=O)C=C1Cl,43.5
CCOCCOCCOCC,-44.5
COC1=CC(=CC=C1O)C(C)=O,114.0
COC(=O)C1=CC=C(OC)C=C1,49.5
CC(C)(O)C(C)(C)O,43.5
ClC1=CC=CC=C1CC#N,23.5
COC1=CC=CC=C1C=O,37.5
ClC1=CC=CC(C=O)=C1,17.5
[O-][N+](=O)C1=CC(Cl)=CC=C1Cl,55.5
ClCC1=CC=CC=C1CCl,55.5
CCOC(=O)C1=CC=C(OC)C=C1,7.5
COCC1=CC=CC=C1,-52.5
ClC1=CC=C(Cl)C(I)=C1,21.5
[O-][N+](=O)C1=CC=C(Br)C=C1,126.0
CC1=CC(Br)=C(C)C=C1,9.5
OC(=O)CC(O)(CC(O)=O)C(O)=O,154.0
CCC=O,-80.5
CN(C)C1=CC=CC=C1,2.5
CCCO,-126.0
CC1=CNC(=O)NC1=O,316.0
OC1=CC=C(Cl)C(O)=C1,106.0
BrCBr,-52.5
COC(F)(F)C(Cl)Cl,-35.5
CC1=NC=C(N1CCO)[N+]([O-])=O,160.0
OC1=CC(O)=CC=C1,110.0
COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,204.0
CCOC(N)=O,48.5
OC(=O)C1=C(Cl)C=CC=C1Cl,144.0
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,164.0
CCCCCO,-78.5
CC(C)Cl,-118.0
CC(C)(C)O,25.5
CCC(C)(C)C,-99.5
CC(=O)C(C)(C)C,-52.5
CCC(C)=O,-86.5
OC(=O)C=C,13.0
CC(C)C(C)C,-128.0
CC(C)C(O)=O,-46.5
ClC(Cl)C(Cl)Cl,-43.5
CC1=CC=CC(C)=C1[N+]([O-])=O,15.5
OC(=O)C1=CC=CC=C1I,162.0
CC(C)C1=CC=CC=C1O,15.5
OC1=CC=CC2=C1C=CC=C2,95.5
CCC(=O)C1=CC=CC=C1,18.5
CCOC(=O)C(=O)OCC,-40.5
CC1=CC(C)=C(C)C=C1C,79.5
CCC(=O)CC,-39.5
[O-][N+](=O)C1=CC=CC=C1,5.5
[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,89.5
ON=C1CCCCC1,89.5
CCCN(CCC)CCC,-93.5
CCCC1=CC=CC=C1,-99.5
CCNC1=CC=CC=C1,-63.5
COC=O,-99.5
CC(=C)CC(C)(C)C,-93.5
CC1CCCCC1,-126.0
ClC1=CC=CC=C1,-45.5
CCCCN,-49.5
CCCCCCCCC,-53.5
CCCCCCCCN,-0.5
CCCCCCCCCCO,6.5
CCCCCCCCCCCCCCCCCCCC,36.5
OC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,146.0
OC(=O)CCCCCCC(O)=O,144.0
CC(C)(C)Cl,-25.5
[CH:1]1=[CH:1][CH:1]=[C:1]([CH:1]=[CH:1]1)C(C1=CC=CC=C1)C1=CC=CC=C1,93.5
CCC(C)=C,-138.0
CCCCCCCCCCCCCCCCC,21.5
CCCCCCCCCCCCCCCCCCC,32.5
CCCCCCCCCCCCC=C,-12.5
OC(=O)C1=CC(=CC=C1Cl)[N+]([O-])=O,166.0
NCCCCCCO,56.5
COC1=CC=C(Cl)C(Cl)=C1Cl,69.5
NC1=NC=C2N=CN(COCCO)C2=N1,188.0
CCC(C)(C)Cl,-73.5
[O-][N+](=O)C1=CC=C(CC#N)C=C1,116.0
COC1=CC(C=O)=CC(OC)=C1,46.5
O=CC=CC1=CC=CC=C1,-7.5
NC1=CC(=CC=C1O)[N+]([O-])=O,144.0
CC1=CC=C(N)C=C1,43.5
ClCC=C,-134.0
BrC(Br)Br,8.5
CCOCCOC(C)=O,-61.5
COC(=O)C1=CC=C(C=C1)C(=O)OC,142.0
CC1=CC=C(Cl)C=C1,7.5
COC1=CC=C(C=O)C=C1OC,43.5
CC1=CC(O)=CC(C)=C1Cl,114.0
CC1=CC(O)=CC=C1Cl,66.5
ClCCCCCl,-37.5
CCCCO,-89.5
CCCCCCCCCC(O)=O,31.5
ClC1=CC=CC(Cl)=C1C=O,71.0
COC1=C(OC)C=C(C=C1)C(O)=O,180.0
OC1=CC=C(C=O)C(O)=C1,136.0
CCC#N,-92.5
NC1CCCCC1,-17.5
CCCCC=O,-91.5
OC(=O)C1=CC(=CC=C1)[N+]([O-])=O,142.0
OC1=CC=C2C=CC=CC2=C1,122.0
C1=CC=C2C(=C1)C1=CC=CC3=C1C2=CC=C3,108.0
O=C1C2=CC=CC=C2C2=CC=CC=C12,83.5
CCNC1=NC(NC(C)(C)C)=NC(SC)=N1,104.0
[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C=C1,55.5
CC1=CC=C(C=C1N=C=O)N=C=O,20.5
OC1=CC=CC=C1O,106.0
CC1=CC(O)=CC=C1,11.5
ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,85.5
CN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1,158.0
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,148.0
C1C2=CC=CC=C2OC2=CC=CC=C12,101.0
CN(C)C1=CC=C(C=O)C=C1,74.5
CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,182.0
BrC1=CC=C(Br)C=C1,87.5
ClC1=CC(Cl)=C(Cl)C=C1Cl,140.0
C1=CC=CC=C1,5.5
CC(=O)NC1=CC=CC=C1,114.0
CCCOC(=O)C1=CC=C(O)C=C1,96.5
SCC1=CC=CC=C1,-29.5
O=C1CCC1,-51.5
ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,148.0
CC1=CC(=CC(C)=C1)C(O)=O,171.0
C(CC1CCNCC1)CC1CCNCC1,66.5
CC(C)C(C)=O,-92.5
CCCC(C)=O,-77.5
CC1(C)C2CCC(C)(C2)C1=O,5.55
ICI,5.55
COC1=CC=CC=C1[N+]([O-])=O,9.95
OC1=CC=CC=C1F,15.6
O=C(C1=CC=CC=C1)C1=CC=CC=C1,48.5
OC1=CC=CC=C1,41.5
CCCCCC=C,-120.0
CCCCCCCC(O)=O,16.4
CC1=CC(C)=C(CC(O)=O)C(C)=C1,168.0
CCCC,-138.0
O=C1OC(=O)C2=CC=CC=C12,131.0
BrC=C,-138.0
OC(=O)CCCCC(O)=O,153.0
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,164.0
NC1=CC=C(C=C1)C(O)=O,188.0
[O-][N+](=O)C1=CC=C(F)C(=C1)[N+]([O-])=O,26.4
O(C1=CC=CC=C1)C1=CC=CC=C1,27.4
NC1=CC=C(F)C=C1,-1.4
CCCCCCCCCCCCCC=C,-3.4
COC1=CC=CC=C1N,5.6
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,54.9
FC1=CC=C(C=C1)C#N,35.4
OCCCCCCCCCO,46.4
NC1=CC=CC=C1OC1=CC=CC=C1,46.4
O=C1OC(=O)C=C1,53.4
NC1=CC=CC2=C1C=CC=C2,48.6
CCCCCCCCCCCCCC(O)=O,54.5
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,66.4
O=S(C1=CC=CC=C1)C1=CC=CC=C1,70.6
CCCC(N)=O,115.0
NC1=CC=C(C=C1)S(N)(=O)=O,166.0
COC1=CC=C(CC#N)C=C1OC,63.4
CC1=CC=C(C)C=C1,12.6
C1CSCCS1,112.0
CC1=CSC(S)=N1,88.7
OC(=O)CCCC(O)=O,97.2
CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,112.0
CCCCCCCCCCCCCCCCC(O)=O,60.6
ClC1=CC=CC=C1C#N,45.6
[O-][N+](=O)C1=CC(CBr)=CC=C1,58.6
ClC1=CC=CC=C1Cl,-17.4
ClCCBr,-17.4
CC1=CC=CC(N)=C1,-30.6
C1=CC2=CC=C(C=C2C=C1)C1=CC2=CC=CC=C2C=C1,188.0
N1C=CN=C1C1=CC=CC=C1,149.0
OC(=O)C1=CC(I)=CC=C1,188.0
O=CC1=CC=CC=C1,-56.2
CCC1=NN=C(N)S1,201.0
OC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl,56.3
CC1=CC=C2C=CC=CC2=C1,33.7
C1OC1C1=CC=CC=C1,-36.3
FC1=CC=C(Br)C=C1,-16.7
CCCCCCCCCCCCCCCCCCCCCCC,48.3
FC1=C(F)C(F)=C(F)C(F)=C1F,4.6
CCOC1=CC(OCC)=CC=C1,11.7
FC(F)(F)C1=CC=CC=C1Cl,-6.7
[O-][N+](=O)C1=CC(Cl)=CC(Cl)=C1,64.7
CCOC=O,-80.3
OC(=O)C1=CN=CC=C1,237.0
S1C=CC=C1,-38.7
CF,-143.0
COC1=CC=CC=C1N1CCNCC1,37.8
CN1CCC(=CC1)C1=CC=CC=C1,39.2
CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O,119.0
NC1=C(C(=NN1C1=C(Cl)C=C(C=C1Cl)C(F)(F)F)C#N)S(=O)C(F)(F)F,200.0
COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,64.8
CNC(=O)OC1=CC=CC=C1OC(C)C,90.8
O=C1NC2=CC=CC=C2C=C1,199.0
CC(C)(C)S,0.25
ClC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,113.0
N#CC1=CC=CC2=CC=CC=C12,36.8
NC1=CC=C2C=CC=CC2=C1,112.0
BrC1=CC=C(C=C1)C1=CC=CC=C1,90.8
OC(=O)C1=CC2=CC=CC=C2C=C1,185.0
CCOC1=CC=C2C=CC=CC2=C1,36.8
OC(=O)[C@@H]1CCC(=O)N1,161.0
CC1=CC(=CC=C1N)[N+]([O-])=O,133.0
CCCCCCCCCCCCCO,33.2
CC1=C(O)C(=O)C=CO1,162.0
CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,131.0
N#CCC1=CC=CC2=CC=CC=C12,33.2
OC1=CC2=CC=CC=C2C(O)=C1,124.0
CCCCCCCCCCCCCCCC(=O)OC(C)C,12.8
C(SSCC1=CC=CC=C1)C1=CC=CC=C1,70.8
C1=CC2=CC=CC3=C2C1=CC=C3,91.8
NNC1=C(Cl)C=CC(Cl)=C1,103.0
OC(=O)C1CSCN1,196.0
OC(=O)C1=CC=C(C=C1)C(F)(F)F,220.0
OC(=O)C1=CC=CS1,129.0
CC(C)C1=CC=C(C=C1)C(O)=O,118.0
OC1=C(OC2=C(C=CC=C2)C1=O)C1=CC=CC=C1,171.0
[O-][N+](=O)C1=CC=CC2=C1C(=CC=C2)[N+]([O-])=O,172.0
CC1=CC=CC=C1C1=CC=CC=C1C,18.8
OC1=C(Br)C=CC=C1Br,55.8
CC1=CC2=C(C=CC=C2)N=C1,15.8
OC(=O)COC1=CC=CC=C1Cl,149.0
ClC1=CC(=O)C(Cl)=CC1=O,161.0
OC1=CC=C(CC2=CC=C(O)C=C2)C=C1,162.0
COC1=CC=C(C=C1O)C(O)=O,252.0
[O-][N+](=O)C1=CC2=C(OCO2)C=C1C=O,94.2
CCOC(=O)CC1=CNC2=C1C=CC=C2,43.8
O=C1OC(=O)C2C3CC(C=C3)C12,165.0
OP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,66.8
O=C1C=CC(=O)N1C1=CC=CC=C1,89.8
CN(C)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,134.0
OC1=CC=C(O)C(=C1)C1=CC=CC=C1,102.0
COC1=CC(=CC(OC)=C1)C(O)=O,185.0
BrC1=CC2=C(C=C1)C1=CC=CC=C1C2,113.0
COC(=O)C1=CC(=CC=C1)C(=O)OC,68.2
NC1=C(C=C(C=C1Br)[N+]([O-])=O)[N+]([O-])=O,153.0
OC1=CC2=C(NC=C2)C=C1,108.0
COC(=O)C1=CC=C(O)C=C1O,119.0
ON=C1C2=CC=CC=C2C2=CC=CC=C12,195.0
OC(=O)CCCCC1=CC=CC=C1,58.2
CCC1=CC=C(O)C=C1O,97.8
CC(=O)CCCC(O)=O,12.8
OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1,149.0
OC1=C(Cl)C=C(Br)C=C1,49.8
COC1=CC=CC(C#N)=C1OC,45.2
C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,92.2
COC1=CC(N)=CC=C1C,57.2
